thai sentence,thai phoneme
ซึ่งถูกไหม้จนเหลือแต่เสาตั้งโด่เด่ตรวจสอบในที่เกิดเหตุพบแกลลอนน้ำมันขนาดสี่ลิตร,s ɯ3 ŋ _ tʰ uː2 k _ m a3 j _ c o n _ l ɯːa5 _ t ɛː2 _ s a5 w _ t a3 ŋ _ d oː2 d eː2 _ tr uːa2 t s ᴐː2 p _ n a j _ tʰ iː3 k ɤː2 t h eː2 t _ pʰ o4 p _ kl ɛː l ᴐː n _ n aː4 m m a n _ kʰ a2 n aː2 t _ s iː2 _ l i4 t
กำแพงเพชรกลับจากตีกอล์ฟที่สนามกอล์ฟเขื่อนภูมิพลอำเภอสามเงา,k a m pʰ ɛː ŋ pʰ e4 t _ kl a2 p _ c aː2 k _ t iː _ k ᴐː4 p _ tʰ iː3 _ s a2 n aː5 m k ᴐː4 p _ kʰ ɯːa2 n _ pʰ uː m _ pʰ o n _ ʔ a m pʰ ɤː _ s aː5 m _ ŋ a w
แซ่หวังชาวพม่าจรัญหรือดี๋โตสุวรรณมานพด้านแสนสือหรืออาเหลียงแซ่หลีชาวพม่าน้อย,s ɛː3 _ w a5 ŋ _ cʰ aː w _ pʰ a4 m aː3 _ c a2 r a n _ r ɯː5 _ d iː5 _ t oː _ s u2 w a n _ m aː n o4 p _ d aː3 n _ s ɛː5 n _ s ɯː5 _ r ɯː5 _ ʔ aː _ l iːa5 ŋ _ s ɛː3 _ l iː5 _ cʰ aː w _ pʰ a4 m aː3 _ n ᴐː4 j
ถ้าไม่ขับก็เท่ากับปล่อยให้เรือชนหินโสโครก,tʰ aː3 _ m a3 j _ kʰ a2 p _ k ᴐː3 _ tʰ a3 w k a2 p _ pl ᴐː2 j _ h a3 j _ r ɯːa _ cʰ o n _ h i5 n s oː5 kʰr oː3 k
ค่าความร้อนเจ็ดสิบสามองศาเซลเซียสเวลาสิบห้าวินาทีการหุงข้าว,kʰ aː3 _ kʰw aː m r ᴐː4 n _ c e2 t _ s i2 p _ s aː5 _ m ᴐː ŋ _ s aː5 _ s eː l s iːa3 t _ w eː l aː _ s i2 p _ h aː3 _ w i4 n aː tʰ iː _ k aː n _ h u5 ŋ kʰ aː3 w
บริษัทแอร์โร่มาสเตอร์กรุ๊ปจำกัดบริษัทยูนิโก้โพรดักส์จำกัด,b ᴐː r i4 s a2 t _ ʔ ɛː _ r oː3 _ m aː3 t t ɤː3 _ k a2 r u4 p _ c a m k a2 t _ b ᴐː r i4 s a2 t _ j uː _ n i4 _ k oː3 _ pʰ oː n _ d a2 k _ c a m k a2 t
ปลัดกระทรวงสาธารณสุขโร่เคลียร์วุ่นแก้ปัญหาโรงพยาบาลร้างหมอ,p a2 l a2 t kr a2 s uːa ŋ _ s aː5 tʰ aː r a4 n a4 s u2 k _ r oː3 _ kʰl iːa _ w u3 n _ k ɛː3 p a n h aː5 _ r oː ŋ pʰ a4 j aː b aː n _ r aː4 ŋ _ m ᴐː5
ได้แก่เพลงเลิฟซีนจากศิลปินวงแคลชขณะที่รางวัลอัลบั้มยอดเยี่ยม,d aː3 j k ɛː2 _ pʰl eː ŋ _ l ɤː3 p s iː n _ c aː2 k _ s i5 n l a4 p i n _ w o ŋ _ kʰl ɛː3 t _ kʰ a2 n a2 tʰ iː3 _ r aː ŋ w a n _ ʔ a n l a4 b a3 m _ j ᴐː3 t j iːa3 m
เสือดาวแปดตัวกวางสิบเอ็ดตัวละองหรือละมั่งยี่สิบตัวเลียงผาสองตัว,s ɯːa5 d aː w _ p ɛː2 t _ t uːa _ kw aː ŋ _ s i2 p _ ʔ e2 t _ t uːa _ l a4 ʔ o ŋ _ r ɯː5 _ l a4 m a3 ŋ _ j iː3 _ s i2 p _ t uːa _ l iːa ŋ pʰ aː5 _ s ᴐː5 ŋ _ t uːa
บิ๊กอ๋อยร้อนวิชาเดินหน้ารื้อบีโอไอนายจาตุรนต์ฉายแสงรัฐมนตรีสำนักนายกรัฐมนตรี,b i4 k _ ʔ ᴐː5 j _ r ᴐː4 n w i4 cʰ aː _ d ɤː n n aː3 _ r ɯː4 _ b iː _ ʔ oː _ ʔ a j _ n aː j _ c aː t u2 r o n _ cʰ aː5 j _ s ɛː5 ŋ _ r a4 t tʰ a2 m o n tr iː _ s a5 m n a4 k n aː j o4 k r a4 t tʰ a2 m o n tr iː
สองสัปดาห์ที่ผ่านมาโดยยอมรับว่าเป็นเพราะช่วงนั้นตื่นเต้นและไม่อยากเป็นข่าวเท่าไหร่แต่ใน,s ᴐː5 ŋ _ s a2 p d aː _ tʰ iː3 pʰ aː2 n m aː _ d oː j _ j ᴐː m r a4 p _ w aː3 _ p e n _ pʰr ᴐ4 _ cʰ uːa3 ŋ _ n a4 n _ t ɯː2 n t eː3 n _ l ɛ4 _ m a3 j _ j aː2 k _ p e n kʰ aː2 w _ tʰ a3 w r a2 j _ t ɛː2 _ n a j
ช่วยกันดูแลหลานซึ่งน่ารักมากมากเห็นแล้วชื่นใจปู่ย่านี่เห่อแย่งกันอุ้มทั้งวัน,cʰ uːa3 j _ k a n _ d uː l ɛː _ l aː5 n _ s ɯ3 ŋ _ n aː3 r a4 k _ m aː3 k _ m aː3 k _ h e5 n _ l ɛː4 w _ cʰ ɯː3 n c a j _ p uː2 j aː3 _ n iː3 _ h ɤː2 _ j ɛː3 ŋ _ k a n _ ʔ u3 m _ tʰ a4 ŋ _ w a n
เพราะเล่นกันมากและเล่นแบบบู๊บู๊จนตุ๊กตาเยินหมด,pʰr ᴐ4 _ l eː3 n _ k a n _ m aː3 k _ l ɛ4 _ l eː3 n _ b ɛː2 p _ b uː4 _ b uː4 _ c o n _ t u4 k k a2 t aː _ j ɤː n _ m o2 t
จวกยับเหวี่ยงแหตรวจสอบหวังตีปี๊บ,c uːa2 k _ j a4 p _ w iːa2 ŋ h ɛː5 _ tr uːa2 t s ᴐː2 p _ w a5 ŋ _ t iː _ p iː4 p
โดยมีการสุ่มตรวจแก๊สหุงต้มบรรจุเสร็จทั้งสองขนาดคือขนาดสิบห้ากิโลกรัมซึ่งเป็นขนาดที่ใช้กับตามบ้านเรือนทั่วไป,d oː j _ m iː _ k aː n _ s u2 m tr uːa2 t _ k ɛː4 t h u5 ŋ t o3 m _ b a n c u2 _ s e2 t _ tʰ a4 ŋ _ s ᴐː5 ŋ _ kʰ a2 n aː2 t _ kʰ ɯː _ kʰ a2 n aː2 t _ s i2 p _ h aː3 _ k i2 l oː kr a m _ s ɯ3 ŋ _ p e n _ kʰ a2 n aː2 t _ tʰ iː3 _ cʰ a4 j _ k a2 p _ t aː m _ b aː3 n r ɯːa n _ tʰ uːa3 p a j
แต่เมื่อเดินทางมาถึงร้านดังกล่าวและทำการสอบน้ำหนักแก๊สปรากฏว่า,t ɛː2 _ m ɯːa3 _ d ɤː n tʰ aː ŋ _ m aː _ tʰ ɯ5 ŋ _ r aː4 n _ d a ŋ kl aː2 w _ l ɛ4 _ tʰ a m _ k aː n _ s ᴐː2 p _ n aː4 m n a2 k _ k ɛː4 t _ pr aː k o2 t _ w aː3
ว่าไม่พบแก๊สขาดน้ำหนักจึงไม่สามารถดำเนินคดีจากร้านดังกล่าว,w aː3 _ m a3 j _ pʰ o4 p _ k ɛː4 t _ kʰ aː2 t _ n aː4 m n a2 k _ c ɯ ŋ _ m a3 j _ s aː5 m aː3 t _ d a m n ɤː n kʰ a4 d iː _ c aː2 k _ r aː4 n _ d a ŋ kl aː2 w
ที่บริเวณกิโลเมตรที่หกถึงเจ็ดตรงข้ามห้างเทสโกโลตัสสาขาบางนาตราด,tʰ iː3 _ b ᴐː r i4 w eː n _ k i2 l oː m eː4 t _ tʰ iː3 _ h o2 k _ tʰ ɯ5 ŋ _ c e2 t _ tr o ŋ kʰ aː3 m _ h aː3 ŋ _ tʰ eː3 t _ k oː _ l oː t a2 t _ s aː5 kʰ aː5 _ b aː ŋ n aː _ tr aː2 t
คุมโจ๋มั่วเซ็กซ์วันแห่งความรัก,kʰ u m _ c oː5 _ m uːa3 _ s e4 k _ w a n _ h ɛː2 ŋ _ kʰw aː m r a4 k
สรอรรถพลิกป้องก๊วนปุ๋ยโฉ่,s ᴐː5 n _ ʔ a2 t _ pʰl i4 k _ p ᴐː3 ŋ _ k uːa4 n _ p u5 j _ cʰ oː2
พอผมไปพูดเข้าคุณก็บอกเฉลิมเกรี้ยวกราดกับสื่อไม่ได้เกรี้ยวกราดแต่สื่อไม่มีกติกา,pʰ ᴐː _ pʰ o5 m _ p a j _ pʰ uː3 t _ kʰ a3 w _ kʰ u n _ k ᴐː3 _ b ᴐː2 k _ cʰ a2 l ɤː5 m _ kr iːa3 w kr aː2 t _ k a2 p _ s ɯː2 _ m a3 j d aː3 j _ kr iːa3 w kr aː2 t _ t ɛː2 _ s ɯː2 _ m a3 j _ m iː _ k a2 t i2 k aː
เสนาะบู๊แล้วด่ายับปุระชัย,s a2 n ᴐ2 _ b uː4 _ l ɛː4 w _ d aː2 _ j a4 p _ p u2 r a4 cʰ a j
เด็กหญิงสิบสองคุมพวกปล้นเชือดซ้อมครูสาวเชิดเก๋งลอยนวล,d e2 k j i5 ŋ _ s i2 p _ s ᴐː5 ŋ _ kʰ u m _ pʰ uːa3 k _ pl o3 n _ cʰ ɯːa3 t _ s ᴐː4 m _ kʰr uː _ s aː5 w _ cʰ ɤː3 t _ k eː5 ŋ _ l ᴐː j n uːa n
ส่วนสวิสแอร์และซาบีน่าแอร์ของเบลเยียมนั้นเพิ่งประกาศล้มละลายเพราะผลพวงจากวินาศกรรม,s uːa2 n _ s a2 w i2 t _ ʔ ɛː _ l ɛ4 _ s aː _ b iː _ n aː3 _ ʔ ɛː _ kʰ ᴐː5 ŋ _ b eː n j iːa m _ n a4 n _ pʰ ɤː3 ŋ _ pr a2 k aː2 t _ l o4 m l a4 l aː j _ pʰr ᴐ4 _ pʰ o5 n pʰ uːa ŋ _ c aː2 k _ w i4 n aː3 t s a2 k a m
ตอนเป็นรัฐมนตรีช่วยว่าการแรงงานหากมีเวลาจะไปกระโดดสปริงบอร์ด,t ᴐː n _ p e n _ r a4 t tʰ a2 m o n tr iː cʰ uːa3 j w aː3 k aː n _ r ɛː ŋ ŋ aː n _ h aː2 k _ m iː _ w eː l aː _ c a2 _ p a j _ kr a2 d oː2 t _ s a2 pr i ŋ b ᴐː2 t
บอร์ดที่อยู่หลังกระทรวงหรือไม่ก็ไปตีแบดที่สนามไทยญี่ปุ่น,b ᴐː2 t _ tʰ iː3 j uː2 _ l a5 ŋ _ kr a2 s uːa ŋ _ r ɯː5 m a3 j k ᴐː3 _ p a j _ t iː _ b ɛː2 t _ tʰ iː3 _ s a2 n aː5 m _ tʰ a j _ j iː3 p u2 n
แม้แขกและลูกค้าของตนจะไม่มีใครเสียชีวิตสถานีวิทยุท้องถิ่นอาร์ทีเอชเคในฮ่องกงรายงานว่า,m ɛː4 _ kʰ ɛː2 k _ l ɛ4 _ l uː3 k kʰ aː4 _ kʰ ᴐː5 ŋ _ t o n _ c a2 _ m a3 j _ m iː _ kʰr a j _ s iːa5 cʰ iː w i4 t _ s a2 tʰ aː5 n iː w i4 t tʰ a4 j u4 _ tʰ ᴐː4 ŋ tʰ i2 n _ ʔ aː _ tʰ iː _ ʔ eː2 t _ kʰ eː _ n a j _ h ᴐː3 ŋ k o ŋ _ r aː j ŋ aː n _ w aː3
ทั้งนี้ข่าวแจ้งว่าไมโครซอฟท์แจ้งไปยังเจ้าหน้าที่สาธารณสุขของรัฐเมื่อวันที่สิบตุลาคมให้มาตรวจสอบไปรษณีย์,tʰ a4 ŋ n iː4 _ kʰ aː2 w _ c ɛː3 ŋ _ w aː3 _ m a j kʰr oː s ᴐː3 p _ c ɛː3 ŋ _ p a j _ j a ŋ _ c aː3 w n aː3 tʰ iː3 s aː5 tʰ aː r a4 n a4 s u2 k _ kʰ ᴐː5 ŋ _ r a4 t _ m ɯːa3 _ w a n tʰ iː3 _ s i2 p _ t u2 l aː kʰ o m _ h a3 j _ m aː _ tr uːa2 t s ᴐː2 p _ pr a j s a2 n iː
ก่อนหน้านี้ไมโครซอฟต์ได้ส่งเช็คฉบับหนึ่งไปให้พ่อค้าคนหนึ่งในมาเลเซียแต่เช็คดังกล่าวก็ยังอยู่ในจดหมาย,k ᴐː2 n n aː3 n iː4 _ m a j kʰr oː _ s ᴐː3 p _ d aː3 j _ s o2 ŋ _ cʰ e4 k _ cʰ a2 b a2 p _ n ɯ2 ŋ _ p a j _ h a3 j _ pʰ ᴐː3 kʰ aː4 _ kʰ o n _ n ɯ2 ŋ _ n a j _ m aː l eː s iːa _ t ɛː2 _ cʰ e4 k _ d a ŋ kl aː2 w _ k ᴐː3 _ j a ŋ _ j uː2 _ n a j _ c o2 t m aː5 j
สื่อแฉเป้าก่อการร้ายมีอีกเพียบ,s ɯː2 _ cʰ ɛː5 _ p a3 w _ k ᴐː2 k aː n r aː4 j _ m iː _ ʔ iː2 k _ pʰ iːa3 p
ขายแล้วตั๋วปีรถเมล์ร้อน,kʰ aː5 j _ l ɛː4 w _ t uːa5 _ p iː _ r o4 t m eː _ r ᴐː4 n
เช่นแกะฟักเป็นภาชนะใส่น้ำแกงแกะเผือกและฟักทองเป็นภาชนะใส่สังขยา,cʰ eː3 n _ k ɛ2 _ f a4 k _ p e n _ pʰ aː cʰ a4 n a4 _ s a2 j _ n aː4 m k ɛː ŋ _ k ɛ2 _ pʰ ɯːa2 k _ l ɛ4 _ f a4 k tʰ ᴐː ŋ _ p e n _ pʰ aː cʰ a4 n a4 _ s a2 j _ s a5 ŋ kʰ a2 j aː5
ผู้ต้องหาฆ่าดาบตำรวจสุวิชัยรอดวิมุตหรือดาบยิ้มโผล่ปรากฏตัวในโรงแรมดังกล่าวด้วย,pʰ uː3 t ᴐː3 ŋ h aː5 _ kʰ aː3 _ d aː2 p _ t a m r uːa2 t _ s u2 _ w i4 cʰ a j _ r ᴐː3 t _ w i4 m u4 t _ r ɯː5 _ d aː2 p _ j i4 m _ pʰl oː2 _ pr aː k o2 t t uːa _ n a j _ r oː ŋ r ɛː m _ d a ŋ kl aː2 w _ d uːa3 j
เรื่องนี้จึงไม่ใช่การตอบโต้กรมป่าไม้หรือตอบโต้นายปลอดประสพ,r ɯːa3 ŋ _ n iː4 _ c ɯ ŋ _ m a3 j cʰ a3 j _ k aː n _ t ᴐː2 p t oː3 _ kr o m p aː2 m aː4 j _ r ɯː5 _ t ᴐː2 p t oː3 _ n aː j _ pl ᴐː2 t _ pr a2 s o2 p
ปล่อยให้ตนขี่เกวียนเทียมวัวข้ามตามหลัง,pl ᴐː2 j _ h a3 j _ t o n _ kʰ iː2 _ kw iːa n _ tʰ iːa m w uːa _ kʰ aː3 m _ t aː m l a5 ŋ
และเดินทางต่อไปยังฐานทัพอากาศออฟฟัทท์ในเนบราสก้า,l ɛ4 _ d ɤː n tʰ aː ŋ _ t ᴐː2 p a j _ j a ŋ _ tʰ aː5 n tʰ a4 p ʔ aː k aː2 t _ ʔ ᴐː2 p _ f a4 t _ n a j _ n eː _ b a2 r aː _ s a2 k aː3
แม้วกร้าวไม่อ่อนข้อเจบิคหัวชนฝาดิ้นหาแหล่งกู้ใหม่,m ɛː4 w _ kr aː3 w _ m a3 j _ ʔ ᴐː2 n kʰ ᴐː3 _ c eː _ b i2 k _ h uːa5 cʰ o n f aː5 _ d i3 n _ h aː5 _ l ɛː2 ŋ _ k uː3 _ m a2 j
แฉเล่ห์ฮั้วประมูลงานในกรมทางหลวงนั้น,cʰ ɛː5 _ l eː3 _ h a4 w _ pr a2 m uː n _ ŋ aː n _ n a j _ kr o m tʰ aː ŋ l uːa5 ŋ _ n a4 n
ให้แก่บริษัทใหญ่แฉกลุ่มห้าเสือผูกขาดครบวงจร,h a3 j _ k ɛː2 _ b ᴐː r i4 s a2 t _ j a2 j _ cʰ ɛː5 _ kl u2 m _ h aː3 _ s ɯːa5 _ pʰ uː2 k kʰ aː2 t _ kʰr o4 p w o ŋ c ᴐː n
เคลื่อนไหวดุ๊กดิ๊กและมีเสียงเด็กร้องจึงรีบไปคว้ามาแก้ห่อผ้าขนหนูออกดูพบเด็กทารกถูกทิ้งเอาไว้,kʰl ɯːa3 n w a5 j _ d u4 k _ d i4 k _ l ɛ4 _ m iː s iːa5 ŋ _ d e2 k _ r ᴐː4 ŋ _ c ɯ ŋ _ r iː3 p _ p a j _ kʰw aː4 _ m aː _ k ɛː3 _ h ᴐː2 _ pʰ aː3 kʰ o5 n n uː5 _ ʔ ᴐː2 k _ d uː _ pʰ o4 p _ d e2 k _ tʰ aː r o4 k _ tʰ uː2 k _ tʰ i4 ŋ _ ʔ a w w a4 j
มีอาทิน้องฟิล์มสุนทรีใหม่ละออที่กำลังมีผลงานละครเรื่องโก๋ตี๋กี๋หมวย,m iː _ ʔ aː tʰ i4 _ n ᴐː4 ŋ _ f iː m _ s u5 n tʰ a4 r iː _ m a2 j _ l a4 _ ʔ ᴐː _ tʰ iː3 _ k a m l a ŋ _ m iː _ pʰ o5 n ŋ aː n _ l a4 kʰ ᴐː n _ r ɯːa3 ŋ _ k oː5 _ t iː5 _ k iː5 _ m uːa5 j
ทีโอยูประหยัดกว่าครึ่งชี้ช่องไม่ต้องถูกไฟฟ้าปล้น,tʰ iː _ ʔ oː _ j uː _ pr a2 j a2 t _ kw aː2 _ kʰr ɯ3 ŋ _ cʰ iː4 cʰ ᴐː3 ŋ _ m a3 j _ t ᴐː3 ŋ _ tʰ uː2 k _ f a j f aː4 _ pl o3 n
เป็นแผลเหวอะเลือดไหลชุ่มโชกกางเกงขาสั้นขาดวิ่น,p e n _ pʰ ɛː5 n _ w ɤ2 _ l ɯːa3 t l a5 j _ cʰ u3 m _ cʰ oː3 k _ k aː ŋ k eː ŋ kʰ aː5 s a3 n _ kʰ aː2 t w i3 n
ได้เช่าเรือกล้วยหรือที่เรียกว่าบานาน่าโบ๊ตของนายเล็ก,d aː3 j _ cʰ a3 w _ r ɯːa _ kl uːa3 j _ r ɯː5 _ tʰ iː3 _ r iːa3 k w aː3 _ b aː _ n aː _ n aː3 _ b oː4 t _ kʰ ᴐː5 ŋ _ n aː j _ l e4 k
จากนั้นจึงใช้ไม้ขาโต๊ะฟาดที่ศีรษะจนกะโหลกแตก,c aː2 k n a4 n _ c ɯ ŋ _ cʰ a4 j _ m aː4 j _ kʰ aː5 _ t o4 _ f aː3 t _ tʰ iː3 _ s iː5 s a2 _ c o n _ k a2 l oː2 k _ t ɛː2 k
พบมีร่องรอยถูกงัดแงะขอบหน้าต่างเขรอะไปด้วยดินโคลน,pʰ o4 p _ m iː _ r ᴐː3 ŋ r ᴐː j _ tʰ uː2 k _ ŋ a4 t ŋ ɛ4 _ kʰ ᴐː2 p _ n aː3 t aː2 ŋ _ kʰr ɤ2 _ p a j _ d uːa3 j _ d i n _ kʰl oː n
โรงเรียนพุทธิโสภณนางสาววิญญูวดีกุลจลาโรงเรียนปรินส์รอแยลส์วิทยาลัย,r oː ŋ r iːa n _ pʰ u4 t tʰ i4 _ s oː5 pʰ o n _ n aː ŋ s aː5 w _ w i n j uː _ w a4 d iː _ k u n _ c a2 l aː _ r oː ŋ r iːa n _ p a2 r i n _ ʔ a2 j ɛː n _ w i4 t tʰ a4 j aː l a j
ภูมินางสาวทัศนีย์เย็นฉ่ำโรงเรียนบ้านไผ่หมูขวิดนางสมจิตตราเทพไทย,pʰ uː m i4 _ n aː ŋ s aː5 w _ tʰ a4 t s a2 n iː _ j e n cʰ a2 m _ r oː ŋ r iːa n _ b aː3 n _ pʰ a2 j _ m uː5 _ kʰw i2 t _ n aː ŋ _ s o5 m _ c i2 t _ tr aː _ tʰ eː3 p _ tʰ a j
ลืมเข็มเย็บแผลกว่ายี่สิบปีติดคาช่องคลอด,l ɯː m _ kʰ e5 m _ j e4 p pʰ ɛː5 n _ kw aː2 _ j iː3 _ s i2 p _ p iː _ t i2 t _ kʰ aː _ cʰ ᴐː3 ŋ kʰl ᴐː3 t
บริษัทเจมส์แกลอรี่กรุ๊ปจำกัดบริจาคสามแสนบาท,b ᴐː r i4 s a2 t _ c eː m _ k ɛː _ l ᴐː _ r iː3 _ k a2 r u4 p _ c a m k a2 t _ b ᴐː r i4 c aː2 k _ s aː5 m _ s ɛː5 n _ b aː2 t
ได้รับรางวัลเฟิร์สไพรซ์หรือเหรียญทองและแปรขบวน,d aː3 j r a4 p _ r aː ŋ w a n _ f ɤː3 t _ pʰr a j _ r ɯː5 _ r iːa5 n tʰ ᴐː ŋ _ l ɛ4 _ p ɛː n kʰ a2 b uːa n
บอกไม่ถูกว่ากลัวหรือตื่นเต้นยิ่งช่วงใกล้เดินทางจะรู้สึกอย่างเดียวว่า,b ᴐː2 k _ m a3 j _ tʰ uː2 k _ w aː3 _ kl uːa _ r ɯː5 _ t ɯː2 n t eː3 n _ j i3 ŋ _ cʰ uːa3 ŋ _ kl a3 j _ d ɤː n tʰ aː ŋ _ c a2 _ r uː4 s ɯ2 k _ j aː2 ŋ _ d iːa w _ w aː3
ล็อกหลบมิลส์กองหลังอังกฤษแต่ไม่ทันได้ยิง,l ᴐ4 k _ l o2 p _ m i n _ k ᴐː ŋ l a5 ŋ _ ʔ a ŋ kr i2 t _ t ɛː2 _ m a3 j _ tʰ a n _ d aː3 j _ j i ŋ
อังกฤษเปลี่ยนตัวอีกครั้งเอาเวย์นบริดจ์ลงไปแทนโคล,ʔ a ŋ kr i2 t _ pl iːa2 n t uːa _ ʔ iː2 k _ kʰr a4 ŋ _ ʔ a w _ w eː _ br i2 t _ l o ŋ _ p a j _ tʰ ɛː n _ kʰ oː n
หากทำได้แค่เสมอหรือพลาดท่าพ่ายในนัดนี้จะต้องตกรอบแรก,h aː2 k _ tʰ a m d aː3 j _ kʰ ɛː3 _ s a2 m ɤː5 _ r ɯː5 _ pʰl aː3 t tʰ aː3 _ pʰ aː3 j _ n a j _ n a4 t _ n iː4 _ c a2 _ t ᴐː3 ŋ _ t o2 k r ᴐː3 p _ r ɛː3 k
แล้วส่งแมตเทียสจอห์นสันลงมาแทนอาร์เจนตินา,l ɛː4 w _ s o2 ŋ _ m ɛː3 t _ tʰ iːa3 t _ c ᴐː n s a5 n _ l o ŋ _ m aː _ tʰ ɛː n _ ʔ aː c eː n t i2 n aː
เมื่อฮัวควินของสเปนได้บอลที่กรอบเขตโทษ,m ɯːa3 _ h a w _ kʰw i n _ kʰ ᴐː5 ŋ _ s a2 p eː n _ d aː3 j _ b ᴐː n _ tʰ iː3 _ kr ᴐː2 p _ kʰ eː2 t tʰ oː3 t
ส่งฮวนคาร์ลอสฟรังโกกองหลังลงไปแทน,s o2 ŋ _ h uːa n _ kʰ aː l ᴐː3 t _ fr a ŋ _ k oː _ k ᴐː ŋ l a5 ŋ _ l o ŋ _ p a j _ tʰ ɛː n
ทั้งขมิ้นชันกระชายดำและกวาวเครือโดยเฉพาะขมิ้นชัน,tʰ a4 ŋ _ kʰ a2 m i3 n cʰ a n _ kr a2 cʰ aː j _ d a m _ l ɛ4 _ kw aː w kʰr ɯːa _ d oː j cʰ a2 pʰ ᴐ4 _ kʰ a2 m i3 n cʰ a n
ประเภทเฮอร์เปสอินเฟคชั่นคณบดีคณะสัตวแพทยศาสตร์จุฬา,pr a2 pʰ eː3 t _ h ɤː _ p eː2 t _ ʔ i n _ f eː3 k _ cʰ a3 n _ kʰ a4 n a4 b ᴐː d iː _ kʰ a4 n a4 s a2 t t a2 w a4 pʰ ɛː3 t tʰ a4 j a4 s aː2 t _ c u2 l aː
